restraunt_name,location,contact,dining_ratings,delivery_ratings,menu_name,menu_description,menu_price,menu_rating
Subway,"Phagwara Locality, Phagwara",7307070606,3.9,4.1,Potato Chilli Cheese,"Hot toasted sub loaded with 1.5x potato patty and real mozz cheese, topped ...",289.0,-1
Subway,"Phagwara Locality, Phagwara",7307070606,3.9,4.1,Cheesy Paneer Tikka,"Double the paneer, with real mozz cheese. Indulge in hot cheesy paneer melt ...",309.0,4.2
Subway,"Phagwara Locality, Phagwara",7307070606,3.9,4.1,Cheesy Mexican,"Hot and cheesy toasted sub with 1.5x chili bean patty, real mozz cheese, ...",309.0,-1
Subway,"Phagwara Locality, Phagwara",7307070606,3.9,4.1,Cheesy Chicken Tikka,"Double the chicken, with real mozz cheese. Indulge in hot cheesy chicken tikka ...",339.0,-1
Subway,"Phagwara Locality, Phagwara",7307070606,3.9,4.1,Cheesy American BBQ,"Hot toasted sub loaded with 1.5x filling and real mozz cheese, topped with ...",329.0,-1
Subway,"Phagwara Locality, Phagwara",7307070606,3.9,4.1,Egg'n Chicken Melt,Hot toasted sub with a generous 1.5x filling of delicious egg and chicken ...,309.0,-1
Subway,"Phagwara Locality, Phagwara",7307070606,3.9,4.1,Chicken Keema Melt,"Hot and cheesy toasted sub with 1.5x chicken keema, real mozz cheese, onion, ...",309.0,-1
Subway,"Phagwara Locality, Phagwara",7307070606,3.9,4.1,Cheesy Lamb Pepperoni,"Hot toasted sub filled with 1.5x lamb pepperoni (100% NZ quality), real mozz ...",349.0,-1
Subway,"Phagwara Locality, Phagwara",7307070606,3.9,4.1,Veg Subs + Side + Coke (Save upto Rs199),"Enjoy a veg Create Your Own sub of your choice, with your favourite ...",359.0,-1
Subway,"Phagwara Locality, Phagwara",7307070606,3.9,4.1,Non-Veg Subs + Side + Coke (Save upto Rs155),"Enjoy any non-veg sub of your choice, with your favourite drink and a ...",379.0,-1
Subway,"Phagwara Locality, Phagwara",7307070606,3.9,4.1,2 Veg Subs + Coke (Save upto Rs169),Combo of two freshly made veg subs of your choice with a drink. ...,439.0,-1
Subway,"Phagwara Locality, Phagwara",7307070606,3.9,4.1,2 Veg Premium Subs + Coke (Save upto Rs179),Combo of two freshly made veg subs of your choice from our premium ...,489.0,-1
Subway,"Phagwara Locality, Phagwara",7307070606,3.9,4.1,Any 2 Veg/Non-Veg Subs + Coke (Save upto Rs200),Combo of any two freshly made veg/non-veg subs of your choice with a ...,539.0,-1
Subway,"Phagwara Locality, Phagwara",7307070606,3.9,4.1,Double Egg n' Cheese Omelette Sandwich,Serves 1 |A classic for a reason. Enjoy protein rich double omelette with ...,209.0,3.6
Subway,"Phagwara Locality, Phagwara",7307070606,3.9,4.1,Aloo Patty Sandwich,"Aloo patty seasoned with special herbs and spices, paired with your choice of ...",219.04,4.3
Subway,"Phagwara Locality, Phagwara",7307070606,3.9,4.1,Corn & Peas Sandwich,"A delicious assortment of green peas, golden corn and diced carrots, dressed with ...",219.04,4.5
Subway,"Phagwara Locality, Phagwara",7307070606,3.9,4.1,Veg Shammi Sandwich,Experience authentic flavours with kebab made of lentils and enriched with mouth-watering hints ...,233.33,4.1
Subway,"Phagwara Locality, Phagwara",7307070606,3.9,4.1,Veggie Delite Sandwich,"Delicious combination of fresh lettuce, tomatoes, green peppers, cucumbers, onions, olives and pickles ...",219.04,-1
Subway,"Phagwara Locality, Phagwara",7307070606,3.9,4.1,Chilli Bean Patty Sandwich,A refreshing filling of red and black kidney beans patty topped with aromatic ...,218.09,-1
Nayyar Fast Food,"Phagwara Locality, Phagwara",9888508817,-1,4.6,Samosa Chutney,All masala stuffed samosa with chutney,20.0,4.4
Subway,"Phagwara Locality, Phagwara",7307070606,3.9,4.1,Chicken Meatball Sandwich,Authentic indian meatballs perfectly seasoned and spiced served along with wholesome veggies and ...,269.0,-1
Subway,"Phagwara Locality, Phagwara",7307070606,3.9,4.1,Chicken Slice Sandwich,"Sliced smoked chicken with your choice of nutritious vegetables, served on a freshly ...",279.0,-1
Subway,"Phagwara Locality, Phagwara",7307070606,3.9,4.1,Chicken Teriyaki Sandwich,"Chicken strips glazed with teriyaki sauce, combined with your favourite veggies and topped ...",279.0,3.7
Subway,"Phagwara Locality, Phagwara",7307070606,3.9,4.1,B.M.T Sandwich,"Protein-enriched classic Italian B.M.T. sub with a mix of tasty chicken pepperoni, smoked ...",299.0,4.1
Subway,"Phagwara Locality, Phagwara",7307070606,3.9,4.1,Tuna Sandwich,Flaked light tuna mixed with eggless mayo and heaped onto your choice of ...,299.0,5.0
Nayyar Fast Food,"Phagwara Locality, Phagwara",9888508817,-1,4.6,Samosa Chana,Deep fried samosa with aloo chutney served with chana sabzi,70.0,4.4
Nayyar Fast Food,"Phagwara Locality, Phagwara",9888508817,-1,4.6,Tikki Dahi Papdi,2 Aloo tikki with chutney and special salad.,70.0,4.4
Nayyar Fast Food,"Phagwara Locality, Phagwara",9888508817,-1,4.6,Tikki Chana,2 Tikki+Chana+Chutney+Salad,70.0,4.4
Nayyar Fast Food,"Phagwara Locality, Phagwara",9888508817,-1,4.6,Amritsari Bun Tikki,"Crispy patty including with mixed sauces, special mixed salad, chutney, moongra raita, aloo ...",70.0,4.4
Nayyar Fast Food,"Phagwara Locality, Phagwara",9888508817,-1,4.6,Tikki with Chutney,"Aloo tikki is a popular North Indian snack of spiced, crisp and tasty ...",25.0,4.3
Nayyar Fast Food,"Phagwara Locality, Phagwara",9888508817,-1,4.6,Bhatura Chana,"2 Bhature+Chana+Salad It is a combination of chana masala and bhatura, a fried ...",70.0,4.2
Nayyar Fast Food,"Phagwara Locality, Phagwara",9888508817,-1,4.6,Burger,"Crispy fresh vegetable burger patty induced with mixed herbs, creamy salad, veg noodles ...",60.0,4.5
Nayyar Fast Food,"Phagwara Locality, Phagwara",9888508817,-1,4.6,Noodles,Classic noodles tossed with garlic and veggies,90.0,4.3
Subway,"Phagwara Locality, Phagwara",7307070606,3.9,4.1,Roasted Chicken Strip Sandwich,Classic preparation of succulent strips of smoked chicken served with veggies and sauces ...,269.0,3.9
Subway,"Phagwara Locality, Phagwara",7307070606,3.9,4.1,Italian B.M.T (Lamb),"Protein-enriched classic Italian B.M.T. sub with a mix of lamb pepperoni, smoked chicken ...",299.0,-1
Subway,"Phagwara Locality, Phagwara",7307070606,3.9,4.1,Lamb Pepperoni,"Indulge in 100% NZ quality lamb pepperoni with real mozz cheese, your choice ...",299.0,-1
Subway,"Phagwara Locality, Phagwara",7307070606,3.9,4.1,Corn & Peas Salad,"Experience a symphony of colours with the corn and peas salad. Green peas, ...",299.0,-1
Subway,"Phagwara Locality, Phagwara",7307070606,3.9,4.1,Aloo Patty Salad,"Everything but the bread! A combination of perfectly blended aloo patty, tasty veggies ...",299.0,4.7
Subway,"Phagwara Locality, Phagwara",7307070606,3.9,4.1,Veggie Delite Salad,"Enjoy the simpler things, the veggie delite salad is simply delish. A pile ...",299.0,-1
Nayyar Fast Food,"Phagwara Locality, Phagwara",9888508817,-1,4.6,Badam Milk,Flavored milkshake with almond topping and rabri.,75.0,4.5
Subway,"Phagwara Locality, Phagwara",7307070606,3.9,4.1,Veg Shammi Salad,Experience authentic Indian flavours with the veg shammi kebab salad. A delicious kebab ...,299.0,-1
Subway,"Phagwara Locality, Phagwara",7307070606,3.9,4.1,Chilli Bean Patty Salad,"Want to try something with a kick, then go for the chili bean ...",299.0,-1
Subway,"Phagwara Locality, Phagwara",7307070606,3.9,4.1,Chicken Slice Salad,Simple. Delicious. Smoked chicken slices topped on wholesome and nutritious veggies with your ...,349.0,-1
Subway,"Phagwara Locality, Phagwara",7307070606,3.9,4.1,Smoked Chicken Strips Salad,"Classic preparation of succulent smoked chicken strips, along with your favourite veggies and ...",349.0,-1
Subway,"Phagwara Locality, Phagwara",7307070606,3.9,4.1,Chicken Teriyaki Salad,"Enjoy our teriyaki flavours in a salad. Chicken strips glazed with teriyaki sauce, ...",349.0,-1
Subway,"Phagwara Locality, Phagwara",7307070606,3.9,4.1,B.M.T. Salad,Who said salads have to be boring! Turn your favourite sub into a ...,349.0,-1
Subway,"Phagwara Locality, Phagwara",7307070606,3.9,4.1,Chicken Meatball Salad,The chicken meatball salad is the ultimate craving crusher. Authentic Indian meatballs sitting ...,349.0,-1
Subway,"Phagwara Locality, Phagwara",7307070606,3.9,4.1,Tuna Salad,Flaked light tuna mixed with eggless mayo and added to your choice of ...,349.0,-1
Subway,"Phagwara Locality, Phagwara",7307070606,3.9,4.1,Italian B.M.T (Lamb) Salad,"Protein-enriched classic Italian B.M.T. salad with a mix of lamb pepperoni, smoked chicken ...",349.0,-1
Subway,"Phagwara Locality, Phagwara",7307070606,3.9,4.1,Lamb Pepperoni Salad,Let your tastebuds travel the world with 100% n NZ quality lamb pepperoni ...,349.0,-1
Subway,"Phagwara Locality, Phagwara",7307070606,3.9,4.1,Veggie Delite Signature Wrap,"A wholesome wrap that gives you double portion of nutritious veggies you love, ...",279.0,-1
Subway,"Phagwara Locality, Phagwara",7307070606,3.9,4.1,Corn & Peas Signature Wrap,"Not just colourful, but with double the filling. Double portion of nutritious green ...",279.0,-1
Subway,"Phagwara Locality, Phagwara",7307070606,3.9,4.1,Aloo Patty Signature Wrap,Unique flavours that are truly one of a kind. Double portion of crispy ...,279.0,3.8
Subway,"Phagwara Locality, Phagwara",7307070606,3.9,4.1,Veg Shammi Kebab Signature Wrap,"Double your dose of daily goodness. Enjoy mouth-watering kebab made of lentils, paired ...",279.0,3.8
Subway,"Phagwara Locality, Phagwara",7307070606,3.9,4.1,Chilli Bean Signature Wrap,"Enjoy this serving filled with double portion of chili bean patty you love, ...",279.0,-1
Subway,"Phagwara Locality, Phagwara",7307070606,3.9,4.1,Smoked Chicken Strips Signature Wrap,A classic that packs the goodness of double the filling. Double portion of ...,309.0,-1
Subway,"Phagwara Locality, Phagwara",7307070606,3.9,4.1,Chicken Slice Signature Wrap,Get an explosion of yumminess! Double portion of sliced chicken combined with selected ...,309.0,-1
Subway,"Phagwara Locality, Phagwara",7307070606,3.9,4.1,B.M.T. Signature Wrap,"A protein overload that's balanced to perfection. Get double portion of chicken pepperoni, ...",309.0,-1
Subway,"Phagwara Locality, Phagwara",7307070606,3.9,4.1,Chicken Meatball Sig. Wrap,Enjoy twice the amount of filling with this wrap. Double portion of authentic ...,309.0,-1
Subway,"Phagwara Locality, Phagwara",7307070606,3.9,4.1,Chicken Teriyaki Signature Wrap,Get double the goodness. Double portion of teriyaki glazed chicken strips along with ...,309.0,-1
Subway,"Phagwara Locality, Phagwara",7307070606,3.9,4.1,Tuna Signature Wrap,"Yummmy, its the tuna wrap! Double portion of flaked tuna mixed with mayo ...",309.0,-1
Subway,"Phagwara Locality, Phagwara",7307070606,3.9,4.1,Lamb Pepperoni Sig. Wrap,Get an explosion of yumminess! Try our new lamb pepperoni (100% NZ quality ...,309.0,-1
Subway,"Phagwara Locality, Phagwara",7307070606,3.9,4.1,Italian B.M.T (Lamb) Sig. Wrap,A protein overload that's balanced to perfection. Get a double portion of lamb ...,309.0,-1
Subway,"Phagwara Locality, Phagwara",7307070606,3.9,4.1,Crispers- Salt n Pepper,Enjoy your favourite snack guilt-free! Munch on these exciting V-shaped potato crispers which ...,119.0,-1
Subway,"Phagwara Locality, Phagwara",7307070606,3.9,4.1,Veg Kebab-5Pcs,Experience authentic flavours with a kebab made of lentils and enriched with mouth-watering ...,109.0,-1
Subway,"Phagwara Locality, Phagwara",7307070606,3.9,4.1,Chicken Meatballs-5Pcs,"Authentic indian meatballs perfectly seasoned, spiced and served along with wholesome veggies. Serving ...",119.0,-1
Subway,"Phagwara Locality, Phagwara",7307070606,3.9,4.1,Veggie & Cheese Toastie,"The perfect on-the-go snack, enriched with mozzarella cheese, Tomatoes, onions, and capsicum - ...",129.0,-1
Subway,"Phagwara Locality, Phagwara",7307070606,3.9,4.1,Sizzling Jalapeno Cornitos,N/A,33.33,-1
Subway,"Phagwara Locality, Phagwara",7307070606,3.9,4.1,Cheese & Herbs Cornitos,N/A,33.33,-1
Subway,"Phagwara Locality, Phagwara",7307070606,3.9,4.1,Bingo Chips - Salt,N/A,23.81,-1
Subway,"Phagwara Locality, Phagwara",7307070606,3.9,4.1,Coke 330ml Can,N/A,66.67,-1
Subway,"Phagwara Locality, Phagwara",7307070606,3.9,4.1,Coke Zero 330ml Can,N/A,66.67,-1
Subway,"Phagwara Locality, Phagwara",7307070606,3.9,4.1,Sprite 330ml Can,N/A,66.67,4.6
Subway,"Phagwara Locality, Phagwara",7307070606,3.9,4.1,Thums Up 330ml Can,N/A,66.67,-1
Subway,"Phagwara Locality, Phagwara",7307070606,3.9,4.1,Fanta 330ml Can,N/A,66.67,-1
Subway,"Phagwara Locality, Phagwara",7307070606,3.9,4.1,Maaza 300ml Can,N/A,95.24,-1
Subway,"Phagwara Locality, Phagwara",7307070606,3.9,4.1,Minute Maid Pulpy orange 300ml Can,N/A,95.24,-1
Subway,"Phagwara Locality, Phagwara",7307070606,3.9,4.1,Schweppes Water 500ml Pet,N/A,66.67,-1
Subway,"Phagwara Locality, Phagwara",7307070606,3.9,4.1,Raw Choco Mint Protein Shake 195ml,N/A,123.81,-1
Subway,"Phagwara Locality, Phagwara",7307070606,3.9,4.1,Raw Coconut Water 200ml,N/A,95.24,-1
Subway,"Phagwara Locality, Phagwara",7307070606,3.9,4.1,Iced Green Tea- Mint Mojito 245ml,N/A,95.24,-1
Subway,"Phagwara Locality, Phagwara",7307070606,3.9,4.1,Iced Green Tea - Peach 245ml,N/A,95.24,-1
Subway,"Phagwara Locality, Phagwara",7307070606,3.9,4.1,Oatmeal Raisin Cookie (eggless),Like something extra and sweet add some sweetness with your favourite oatmeal raisin ...,65.0,-1
Subway,"Phagwara Locality, Phagwara",7307070606,3.9,4.1,Double Dark Chunk Chocolate Cookie (eggless),Tasty & chocolatey. Now enjoy your favourite double dark chocolate chunk cookie. Serving ...,65.0,4.4
Subway,"Phagwara Locality, Phagwara",7307070606,3.9,4.1,Dark Chunk Chocolate Cookie (eggless),"Craving for chocolate, now enjoy your favourite dark chunk chocolate cookie. Serving size ...",65.0,4.4
GCF - The Chaap Hub,"Phagwara Locality, Phagwara",7508703700,3.7,3.9,Bhatura,"1 pc Desi Ghee Bhatura with Aaloo, Chana and Sweet Kaddu",60.0,-1
Spice 'N' Cool,"Phagwara Locality, Phagwara",8566998877,-1,4.1,Veg Manchurian,N/A,169.0,3.9
C Plus Plus Bakery,"Phagwara Locality, Phagwara",9779802036,-1,4.6,Masala Fries Plus Plus,N/A,151.0,-1
Shake's Queen,"Phagwara Locality, Phagwara",7814844090,-1,4.2,Aloo Paratha Combo,2 Aloo Paratha+Pickle+Dahi,120.0,4.5
King Chaap Nutri Kulcha & Bombay Pav Bhaji,"Phagwara Locality, Phagwara",7814053573,-1,4.2,Pav Bhaji,N/A,100.0,4.1
King Chaap Nutri Kulcha & Bombay Pav Bhaji,"Phagwara Locality, Phagwara",7814053573,-1,4.2,Special Tadka Pav Bhaji,[Chef's Special],110.0,4.3
Classic Bakers,"Phagwara Locality, Phagwara",9520732058,-1,4.4,Chocolate Truffle Cake,A decent and exotic combination of melted chocolate and truffles argument with a ...,479.0,3.8
Burger.com,"Phagwara Locality, Phagwara",8054548010,-1,3.4,Veg Burger,N/A,60.0,-1
Amar Fast Food,"Phagwara Locality, Phagwara",7837777724,-1,4.1,Special Veg Roll,N/A,199.0,-1
GCF - The Chaap Hub,"Phagwara Locality, Phagwara",7508703700,3.7,3.9,Kachori,1 pc Desi Ghee Kachori with Aaloo Sabji (Without Onion Garlic),45.0,-1
GCF - The Chaap Hub,"Phagwara Locality, Phagwara",7508703700,3.7,3.9,Poori,"1 pc Desi Ghee Poori with Aaloo, Chana and Sweet Kaddu",60.0,-1
Spice 'N' Cool,"Phagwara Locality, Phagwara",8566998877,-1,4.1,Cheese Chilli,N/A,234.0,4.0
Spice 'N' Cool,"Phagwara Locality, Phagwara",8566998877,-1,4.1,Special Cheese Chilli,N/A,286.0,-1
Spice 'N' Cool,"Phagwara Locality, Phagwara",8566998877,-1,4.1,Crispy Veg,N/A,195.0,-1
Spice 'N' Cool,"Phagwara Locality, Phagwara",8566998877,-1,4.1,Chilli Honey Potato,N/A,234.0,4.3
Spice 'N' Cool,"Phagwara Locality, Phagwara",8566998877,-1,4.1,Chilli Chicken,N/A,325.0,4.4
Spice 'N' Cool,"Phagwara Locality, Phagwara",8566998877,-1,4.1,Boneless Chilli Chicken,N/A,351.0,4.6
Spice 'N' Cool,"Phagwara Locality, Phagwara",8566998877,-1,4.1,Chicken Manchurian,N/A,247.0,-1
Spice 'N' Cool,"Phagwara Locality, Phagwara",8566998877,-1,4.1,Veg Noodles,N/A,130.0,4.2
C Plus Plus Bakery,"Phagwara Locality, Phagwara",9779802036,-1,4.6,Salt n Pepper Fries Plus Plus,N/A,151.0,-1
C Plus Plus Bakery,"Phagwara Locality, Phagwara",9779802036,-1,4.6,Plain Fries,N/A,151.0,-1
C Plus Plus Bakery,"Phagwara Locality, Phagwara",9779802036,-1,4.6,Aloo Tikki Burger Plus Plus,N/A,151.0,-1
C Plus Plus Bakery,"Phagwara Locality, Phagwara",9779802036,-1,4.6,Potato Bites Burger Plus Plus,N/A,151.0,-1
C Plus Plus Bakery,"Phagwara Locality, Phagwara",9779802036,-1,4.6,Plain Maggi Plus Plus,N/A,199.0,-1
C Plus Plus Bakery,"Phagwara Locality, Phagwara",9779802036,-1,4.6,Baby Corn Maggi Plus Plus,N/A,199.0,-1
C Plus Plus Bakery,"Phagwara Locality, Phagwara",9779802036,-1,4.6,Veggie Sub Sandwich,N/A,95.0,-1
C Plus Plus Bakery,"Phagwara Locality, Phagwara",9779802036,-1,4.6,Paneer Sub,N/A,155.0,-1
C Plus Plus Bakery,"Phagwara Locality, Phagwara",9779802036,-1,4.6,Nutri Pakora Sub,N/A,145.0,-1
Shake's Queen,"Phagwara Locality, Phagwara",7814844090,-1,4.2,Onion Paratha Combo,2 Onion Paratha+Dahi+Pickle,120.0,-1
Shake's Queen,"Phagwara Locality, Phagwara",7814844090,-1,4.2,Desi Ghee Aloo Paratha with Onion Paratha,1 Desi Ghee Aloo Paratha+1 Onion Paratha,140.0,-1
Shake's Queen,"Phagwara Locality, Phagwara",7814844090,-1,4.2,Meal [Serves 1],2 Simple Roti+Jeera Aloo,100.0,5.0
Shake's Queen,"Phagwara Locality, Phagwara",7814844090,-1,4.2,Ajwain Paratha with Butter,1 Ajwain paratha with butter.,60.0,-1
Shake's Queen,"Phagwara Locality, Phagwara",7814844090,-1,4.2,Paneer Paratha Combo,2 Paneer Paratha+Dahi,145.0,4.4
Shake's Queen,"Phagwara Locality, Phagwara",7814844090,-1,4.2,3 Aloo Paratha with 3 Onion Paratha,3 Aloo Paratha+3 Onion Paratha+1 Paneer Paratha+Curd [1 Bowl]+3 Butter+2 Tea,700.0,-1
Shake's Queen,"Phagwara Locality, Phagwara",7814844090,-1,4.2,2 Simple Paratha with Egg Bhurji,2 Simple Paratha+Egg Bhurji,125.0,-1
Shake's Queen,"Phagwara Locality, Phagwara",7814844090,-1,4.2,Paneer Bhurji with 2 Roti,N/A,160.0,-1
Shake's Queen,"Phagwara Locality, Phagwara",7814844090,-1,4.2,Vegetable Corn Pasta,Fresh boiled pasta and fresh chopped vegetables.,138.0,4.8
King Chaap Nutri Kulcha & Bombay Pav Bhaji,"Phagwara Locality, Phagwara",7814053573,-1,4.2,Nutri Kulcha,N/A,90.0,4.1
King Chaap Nutri Kulcha & Bombay Pav Bhaji,"Phagwara Locality, Phagwara",7814053573,-1,4.2,Special Nutri Kulcha,[Chef's Special],90.0,3.9
King Chaap Nutri Kulcha & Bombay Pav Bhaji,"Phagwara Locality, Phagwara",7814053573,-1,4.2,Vada Pav,N/A,50.0,4.4
King Chaap Nutri Kulcha & Bombay Pav Bhaji,"Phagwara Locality, Phagwara",7814053573,-1,4.2,1 Kulcha,N/A,30.0,4.2
Classic Bakers,"Phagwara Locality, Phagwara",9520732058,-1,4.4,German Chocolate Cake [500 grams],N/A,509.0,4.3
Classic Bakers,"Phagwara Locality, Phagwara",9520732058,-1,4.4,Yummy KitKat Cake,A perfect match of chocolatey goodness and KitKat crumbs blind to gather with ...,559.0,4.2
Classic Bakers,"Phagwara Locality, Phagwara",9520732058,-1,4.4,Choco Vanilla Cake,The perfect duality of chocolate and vanilla.,520.0,-1
Classic Bakers,"Phagwara Locality, Phagwara",9520732058,-1,4.4,Chocolate Surprise Cake [500 grams],N/A,535.0,4.6
Classic Bakers,"Phagwara Locality, Phagwara",9520732058,-1,4.4,Premium Rasmalai Cake,Rasmalai cake very very most delicious cake rasmalai pieces and cashew with roasted ...,635.0,4.3
Classic Bakers,"Phagwara Locality, Phagwara",9520732058,-1,4.4,Pineapple Delight Cake,Soft pineapple cream cake with juicy pineapple felling in 3 layered delicious pineapple ...,469.0,4.6
Classic Bakers,"Phagwara Locality, Phagwara",9520732058,-1,4.4,American Dry Fruit Cassata Cake,Cassata cake.,619.0,4.5
Classic Bakers,"Phagwara Locality, Phagwara",9520732058,-1,4.4,Chocolate Chips Cake [500 grams],N/A,535.0,4.3
Classic Bakers,"Phagwara Locality, Phagwara",9520732058,-1,4.4,Black Forest Cake,The appetizing and flavor some delicacy in baked with perfection and evolved in ...,469.0,4.2
Burger.com,"Phagwara Locality, Phagwara",8054548010,-1,3.4,Veg Delight Burger,N/A,70.0,-1
Burger.com,"Phagwara Locality, Phagwara",8054548010,-1,3.4,Corn Delight Burger,N/A,70.0,-1
Burger.com,"Phagwara Locality, Phagwara",8054548010,-1,3.4,Spicy Burger,N/A,70.0,-1
Burger.com,"Phagwara Locality, Phagwara",8054548010,-1,3.4,Jumbo Veg Burger,N/A,90.0,-1
Burger.com,"Phagwara Locality, Phagwara",8054548010,-1,3.4,Spicy Paneer Burger,N/A,90.0,-1
Burger.com,"Phagwara Locality, Phagwara",8054548010,-1,3.4,Veg Paneer Burger,N/A,90.0,-1
Burger.com,"Phagwara Locality, Phagwara",8054548010,-1,3.4,Cheese Blast Burger,N/A,109.0,-1
Amar Fast Food,"Phagwara Locality, Phagwara",7837777724,-1,4.1,Cheese Tomato with 3 Butter Naan,Cheese Tomato+3 Butter Naan or 3 Butter Roti+Sirka Onion,450.0,-1
Amar Fast Food,"Phagwara Locality, Phagwara",7837777724,-1,4.1,Chinese Combo,Veg Manchrian Dry+Hakka Noodles,450.0,-1
Amar Fast Food,"Phagwara Locality, Phagwara",7837777724,-1,4.1,Pizza Combo,"Amar Special Pizza [Small, 8 inches]+Cheese Pizza [Small, 8 inches]",465.0,-1
Amar Fast Food,"Phagwara Locality, Phagwara",7837777724,-1,4.1,Veg Evening Snack Attack Combo,Veg Spring Roll+Cheese Finger,419.0,-1
Amar Fast Food,"Phagwara Locality, Phagwara",7837777724,-1,4.1,Dal Makhni combo,Dal Makhani+3 Butter Naan or 3 Butter Roti+Green Salad,419.0,-1
Amar Fast Food,"Phagwara Locality, Phagwara",7837777724,-1,4.1,Masala Dosa,N/A,125.0,-1
Amar Fast Food,"Phagwara Locality, Phagwara",7837777724,-1,4.1,Butter Masala Dosa,N/A,135.0,-1
Spice 'N' Cool,"Phagwara Locality, Phagwara",8566998877,-1,4.1,Veg Hakka Noodles,N/A,169.0,4.1
Spice 'N' Cool,"Phagwara Locality, Phagwara",8566998877,-1,4.1,Chilli Garlic Noodles,N/A,169.0,3.7
Spice 'N' Cool,"Phagwara Locality, Phagwara",8566998877,-1,4.1,Paneer Noodles,N/A,247.0,-1
Spice 'N' Cool,"Phagwara Locality, Phagwara",8566998877,-1,4.1,Chef Special Noodles,N/A,208.0,-1
Spice 'N' Cool,"Phagwara Locality, Phagwara",8566998877,-1,4.1,Egg Noodles,N/A,143.0,-1
Spice 'N' Cool,"Phagwara Locality, Phagwara",8566998877,-1,4.1,Chicken Noodles,N/A,195.0,4.3
Spice 'N' Cool,"Phagwara Locality, Phagwara",8566998877,-1,4.1,Chicken Hakka Noodles,N/A,234.0,-1
C Plus Plus Bakery,"Phagwara Locality, Phagwara",9779802036,-1,4.6,Aloo Tikki Sub,N/A,120.0,-1
C Plus Plus Bakery,"Phagwara Locality, Phagwara",9779802036,-1,4.6,Hara Bhara Kabab Sub,N/A,145.0,-1
C Plus Plus Bakery,"Phagwara Locality, Phagwara",9779802036,-1,4.6,French Fries Sub,N/A,145.0,-1
C Plus Plus Bakery,"Phagwara Locality, Phagwara",9779802036,-1,4.6,Potato Bites Sub,N/A,145.0,-1
C Plus Plus Bakery,"Phagwara Locality, Phagwara",9779802036,-1,4.6,Honey Chilli Potato,N/A,199.0,-1
C Plus Plus Bakery,"Phagwara Locality, Phagwara",9779802036,-1,4.6,Peanut Poha,"Onion, green chilli, raw peanuts, curry leaves.",199.0,-1
C Plus Plus Bakery,"Phagwara Locality, Phagwara",9779802036,-1,4.6,Salt and Pepper Fries,"Organic Salt, Black Pepper",115.0,-1
C Plus Plus Bakery,"Phagwara Locality, Phagwara",9779802036,-1,4.6,Masala Fries,"Organic Salt, Black Pepper, Peri-Peri Masala, Oregano",125.0,-1
C Plus Plus Bakery,"Phagwara Locality, Phagwara",9779802036,-1,4.6,Fries with Veg Mayonnaise,N/A,135.0,-1
Shake's Queen,"Phagwara Locality, Phagwara",7814844090,-1,4.2,White Sauce Pasta,Fresh chopped vegetables and fresh boiled pasta.,148.0,3.7
Shake's Queen,"Phagwara Locality, Phagwara",7814844090,-1,4.2,Red Sauce Pasta,Fresh chopped vegetables and fresh boiled pasta.,148.0,-1
Shake's Queen,"Phagwara Locality, Phagwara",7814844090,-1,4.2,Cheesy Baked White Pasta,Yummy alfredo pasta baked fully in mozzarella cheese.,200.0,-1
Shake's Queen,"Phagwara Locality, Phagwara",7814844090,-1,4.2,Cheesy Baked Red Pasta,N/A,200.0,-1
Shake's Queen,"Phagwara Locality, Phagwara",7814844090,-1,4.2,Makhani Pasta,N/A,178.0,-1
Shake's Queen,"Phagwara Locality, Phagwara",7814844090,-1,4.2,Tandoori Pasta,N/A,198.0,-1
Shake's Queen,"Phagwara Locality, Phagwara",7814844090,-1,4.2,Chicken Sausage Vegetables Pasta,N/A,260.0,-1
Classic Bakers,"Phagwara Locality, Phagwara",9520732058,-1,4.4,Blueberry Cake,Eggless blueberry cake.,479.0,4.7
Classic Bakers,"Phagwara Locality, Phagwara",9520732058,-1,4.4,Butterscotch Cake,Butterscotch cake.,440.0,4.4
Classic Bakers,"Phagwara Locality, Phagwara",9520732058,-1,4.4,Choco Crunchy KitKat Cake [500 grams],Special cake.,609.0,4.6
Classic Bakers,"Phagwara Locality, Phagwara",9520732058,-1,4.4,White Forest Cake [500 grams],[Veg preparation]White forest cake,559.0,-1
Classic Bakers,"Phagwara Locality, Phagwara",9520732058,-1,4.4,Anniversary special cake [ 500 grams],Choclate flavour cake anniversary special cake,599.0,-1
Classic Bakers,"Phagwara Locality, Phagwara",9520732058,-1,4.4,Red Velvet Cake [500 g],[Veg preparation] Red velvet cheese cake one layer red velvet feeling and cesewe ...,570.0,-1
Classic Bakers,"Phagwara Locality, Phagwara",9520732058,-1,4.4,Chocolate Choco Chips Flakes [500 grams],N/A,535.0,-1
Classic Bakers,"Phagwara Locality, Phagwara",9520732058,-1,4.4,Anniversary special cake [ 500 grams],Choclate flavour cake anniversary special cake,599.0,-1
Burger.com,"Phagwara Locality, Phagwara",8054548010,-1,3.4,Crunchy Burger,N/A,50.0,-1
Burger.com,"Phagwara Locality, Phagwara",8054548010,-1,3.4,Kurkure Burger,N/A,60.0,-1
Burger.com,"Phagwara Locality, Phagwara",8054548010,-1,3.4,Egg Burger,N/A,80.0,-1
Burger.com,"Phagwara Locality, Phagwara",8054548010,-1,3.4,Egg Cheese Burger,N/A,100.0,-1
