restraunt_name,location,contact,dining_ratings,delivery_ratings,menu_name,menu_description,menu_price,menu_rating
MuscleHolics,"Phagwara Locality, Phagwara",9854800025,-1,4.4,Chicken Wrap,"[Protein: 45 grams, Carbs: 5 grams, Fat: 10 grams]",290.0,4.2
MuscleHolics,"Phagwara Locality, Phagwara",9854800025,-1,4.4,Egg Wrap,"[Protein: 25 grams, Carbs: 5 grams, Fat: 7 grams]",250.0,-1
MuscleHolics,"Phagwara Locality, Phagwara",9854800025,-1,4.4,Eng Veggies Wrap,"[Protein: 7 grams, Carbs: 34 grams, Fat: 4 grams]",250.0,-1
Cafe Chaliye,"Phagwara Locality, Phagwara",9780991195,-1,4.5,Zesty Pasta,N/A,110.0,-1
Cafe Chaliye,"Phagwara Locality, Phagwara",9780991195,-1,4.5,Tandoori Pasta,N/A,120.0,4.6
Cafe Chaliye,"Phagwara Locality, Phagwara",9780991195,-1,4.5,Mixed Pasta,N/A,130.0,-1
Cafe Chaliye,"Phagwara Locality, Phagwara",9780991195,-1,4.5,Makhani Pasta,N/A,130.0,-1
Cafe Chaliye,"Phagwara Locality, Phagwara",9780991195,-1,4.5,Normal Fries,N/A,90.0,-1
Cafe Chaliye,"Phagwara Locality, Phagwara",9780991195,-1,4.5,Masala Fries,N/A,100.0,-1
Mezbaan By Hawks Hospitality,"Phagwara Locality, Phagwara",9056688788,-1,4.0,Chicken Ghee Roast (8 pcs),"""One Of The Rich And Popular Coastal Dish Perfect Blend Of Spices Freshly ...",389.0,-1
Mezbaan By Hawks Hospitality,"Phagwara Locality, Phagwara",9056688788,-1,4.0,Chicken Lasooni Tikka (8 pcs),"Soft, Juicy Chicken Tikka That Melts In Your Mouth. Tender Pieces Of Boneless ...",389.0,-1
Mezbaan By Hawks Hospitality,"Phagwara Locality, Phagwara",9056688788,-1,4.0,Mutton Galouti Kebab with Mughlai Paratha,Mutton Galouti Is Made By Marinating The Finely Ground Meat And A Mix ...,339.0,-1
Mezbaan By Hawks Hospitality,"Phagwara Locality, Phagwara",9056688788,-1,4.0,Chicken Pineapple Tikka (8 pcs),"Soft, Juicy Chicken Tikka That Melts In Your Mouth. Tender Pieces Of Boneless ...",389.0,-1
Mezbaan By Hawks Hospitality,"Phagwara Locality, Phagwara",9056688788,-1,4.0,Chicken Dabangg Tikka (8 pcs),"Soft, Juicy Chicken Tikka That Melts In Your Mouth. Tender Pieces Of Boneless ...",389.0,-1
Mezbaan By Hawks Hospitality,"Phagwara Locality, Phagwara",9056688788,-1,4.0,Chicken Tikka (8 pcs),"Soft, Juicy Chicken Tikka That Melts In Your Mouth. Tender Pieces Of Boneless ...",359.0,-1
Zaika Hut Good Mood Food,"Phagwara Locality, Phagwara",1824223729,3.5,4.1,Maharaja Veg Burger,N/A,80.0,-1
Zaika Hut Good Mood Food,"Phagwara Locality, Phagwara",1824223729,3.5,4.1,Zaika Hut Veg Special Burger,N/A,100.0,-1
Zaika Hut Good Mood Food,"Phagwara Locality, Phagwara",1824223729,3.5,4.1,Paneer Burger,N/A,100.0,4.0
Zaika Hut Good Mood Food,"Phagwara Locality, Phagwara",1824223729,3.5,4.1,Chicken Burger Combo,Chicken Burger+French Fries+Coke Soft Beverage [250 ml],180.0,-1
Zaika Hut Good Mood Food,"Phagwara Locality, Phagwara",1824223729,3.5,4.1,Chicken Wrap Combo,Chicken Wrap+French Fries+Coke Soft Beverage [250 ml],180.0,-1
Zaika Hut Good Mood Food,"Phagwara Locality, Phagwara",1824223729,3.5,4.1,Chicken Makhani Marine Sandwich Combo,Chicken Makhani Marine Sandwich+French Fries+Coke Soft Beverag[250 ml],190.0,-1
MuscleHolics,"Phagwara Locality, Phagwara",9854800025,-1,4.4,Mushroom Wrap,"[Protein : 8 grams, Carbs : 33 grams, Fat : 3 grams]",250.0,-1
MuscleHolics,"Phagwara Locality, Phagwara",9854800025,-1,4.4,Mutton Wrap,"[Protein: 48 grams, Carbs: 7 grams, Fat: 20 grams]",330.0,-1
MuscleHolics,"Phagwara Locality, Phagwara",9854800025,-1,4.4,Paneer Wrap,"[Protein: 24 grams, Carbs: 32 grams, Fat: 24 grams]",250.0,4.3
MuscleHolics,"Phagwara Locality, Phagwara",9854800025,-1,4.4,Soya Wrap,"[Protein: 39 grams, Carbs: 53 grams, Fat: 5 grams]",250.0,3.6
MuscleHolics,"Phagwara Locality, Phagwara",9854800025,-1,4.4,Tuna Fish Wrap,"[Protein: 44 grams, Carbs: 5 grams, Fat: 16 grams]",330.0,-1
MuscleHolics,"Phagwara Locality, Phagwara",9854800025,-1,4.4,MHO Special Chicken Toast,"[Protein: 45 grams, Carbs: 38 grams, Fat: 9 grams]",280.0,-1
MuscleHolics,"Phagwara Locality, Phagwara",9854800025,-1,4.4,Toast With Chicken And Veggies,"[Protein: 33 grams, Carbs: 40 grams, Fat: 3 grams]",300.0,-1
Cafe Chaliye,"Phagwara Locality, Phagwara",9780991195,-1,4.5,Peri Peri Fries,N/A,100.0,4.4
Cafe Chaliye,"Phagwara Locality, Phagwara",9780991195,-1,4.5,Cheese Fries,N/A,110.0,-1
Cafe Chaliye,"Phagwara Locality, Phagwara",9780991195,-1,4.5,Loaded Fries,N/A,110.0,-1
Cafe Chaliye,"Phagwara Locality, Phagwara",9780991195,-1,4.5,Tacos,N/A,50.0,4.3
Cafe Chaliye,"Phagwara Locality, Phagwara",9780991195,-1,4.5,Calzone,N/A,130.0,-1
Cafe Chaliye,"Phagwara Locality, Phagwara",9780991195,-1,4.5,Veg Parcel,N/A,50.0,-1
Cafe Chaliye,"Phagwara Locality, Phagwara",9780991195,-1,4.5,Paneer Parcel,N/A,60.0,4.9
Mezbaan By Hawks Hospitality,"Phagwara Locality, Phagwara",9056688788,-1,4.0,2 Boti 2 Roti,Enjoy The Mutton Curry Made With Different Spices Along With Uttrakhand'S Special Ragi ...,319.0,-1
Mezbaan By Hawks Hospitality,"Phagwara Locality, Phagwara",9056688788,-1,4.0,Stuffed Parantha Combo,2 Stuffed Parantha + Dal Makhni + Raita,249.0,-1
Mezbaan By Hawks Hospitality,"Phagwara Locality, Phagwara",9056688788,-1,4.0,Stuffed Naan Combo,2 Stuffed Naan + Makhni Gravy + Raita,299.05,-1
Mezbaan By Hawks Hospitality,"Phagwara Locality, Phagwara",9056688788,-1,4.0,Veg Combo,Dal Makhni +Karahi Paneer + 2 Laccha Parantha + 2 Roti + Raita,380.0,-1
Mezbaan By Hawks Hospitality,"Phagwara Locality, Phagwara",9056688788,-1,4.0,Non Veg Combo,Butter Chicken B/L + Dal Makhni + 2 Butter Naan + 2 Laccha ...,499.05,-1
Mezbaan By Hawks Hospitality,"Phagwara Locality, Phagwara",9056688788,-1,4.0,Boorani Raita,Burhani Raita Is A Popular South Indian Raita Recipe. This Delicious Hyderabadi Raita ...,99.0,-1
Zaika Hut Good Mood Food,"Phagwara Locality, Phagwara",1824223729,3.5,4.1,Chicken Grilled Sandwich Combo,Chicken Grilled Sandwich+French Fries+Cold Beverage,210.0,-1
Zaika Hut Good Mood Food,"Phagwara Locality, Phagwara",1824223729,3.5,4.1,Cheese Chicken Pizza Combo,Cheese Chicken Pizza+French Fries+Cold Beverage,280.0,-1
Zaika Hut Good Mood Food,"Phagwara Locality, Phagwara",1824223729,3.5,4.1,Veg Burger Combo,Special Veg Burger+French Fries+Coke Soft Beve[250 ml],197.0,-1
Zaika Hut Good Mood Food,"Phagwara Locality, Phagwara",1824223729,3.5,4.1,Marine Paneer Sandwich Combo,Paneer Korma Sandwich+French Fries+Coke Soft Beverage [250 ml],170.0,-1
Zaika Hut Good Mood Food,"Phagwara Locality, Phagwara",1824223729,3.5,4.1,Paneer Wrap Combo,Paneer Korma Sandwich+French Fries+Coke Soft Beverage [250 ml],180.0,-1
Zaika Hut Good Mood Food,"Phagwara Locality, Phagwara",1824223729,3.5,4.1,Mix Veg Grilled Sandwich Combo,Veg Grilled Sandwich+French Fries+Coke Soft Beve[250 ml ],190.0,-1
Zaika Hut Good Mood Food,"Phagwara Locality, Phagwara",1824223729,3.5,4.1,Onion Capsicum Pizza Combo,Onion Capsicum Pizza [8 inches]+French Fries+Coke Soft Beverage [250 ml],250.0,-1
Zaika Hut Good Mood Food,"Phagwara Locality, Phagwara",1824223729,3.5,4.1,Veggie Loaded Cheese Burst Pizza,"Paneer,Corn,Onion,Capsicum,Tomato,Redpaprika,Black-Olives,Jalapenos,Liquid-Cheese,mozzarella cheese.",290.0,-1
MuscleHolics,"Phagwara Locality, Phagwara",9854800025,-1,4.4,Toast With Mutton And Veggies,"[Protein: 32 grams, Carbs: 42 grams, Fat: 10 grams]",330.0,-1
MuscleHolics,"Phagwara Locality, Phagwara",9854800025,-1,4.4,Toast With Paneer And Veggies,"[Protein : 20 grams, Carbs : 25 grams, Fat : 24 grams]",280.0,-1
MuscleHolics,"Phagwara Locality, Phagwara",9854800025,-1,4.4,Toast With Sunshine Egg,"[Protein: 18 grams, Carbs: 35 grams, Fat: 13 grams]",240.0,-1
MuscleHolics,"Phagwara Locality, Phagwara",9854800025,-1,4.4,Toast With Tofu And Veggies,"[Protein : 10 grams, Carbs : 22 grams, Fat : 7 grams]",270.0,-1
MuscleHolics,"Phagwara Locality, Phagwara",9854800025,-1,4.4,Mixed Beans Protein Omelette,"[Protein: 21 grams, Carbs: 25 grams, Fat: 7 grams]",230.0,-1
MuscleHolics,"Phagwara Locality, Phagwara",9854800025,-1,4.4,Mushroom And Spinach Omelette,"[Protein : 12 grams, Carbs : 2 grams, Fat : 7 grams]",230.0,-1
MuscleHolics,"Phagwara Locality, Phagwara",9854800025,-1,4.4,Omelette With Chicken And Veggies,"[Protein: 39 grams, Carbs: 4 grams, Fat: 5 grams]",290.0,4.2
Cafe Chaliye,"Phagwara Locality, Phagwara",9780991195,-1,4.5,Mushroom Parcel,N/A,60.0,-1
Cafe Chaliye,"Phagwara Locality, Phagwara",9780991195,-1,4.5,Veg Wrap,N/A,80.0,-1
Cafe Chaliye,"Phagwara Locality, Phagwara",9780991195,-1,4.5,Paneer Wrap,N/A,110.0,4.4
Cafe Chaliye,"Phagwara Locality, Phagwara",9780991195,-1,4.5,Mushroom Wrap,N/A,110.0,-1
Cafe Chaliye,"Phagwara Locality, Phagwara",9780991195,-1,4.5,Cheese Wrap,N/A,110.0,-1
Cafe Chaliye,"Phagwara Locality, Phagwara",9780991195,-1,4.5,Plain Cold Coffee,N/A,100.0,-1
Cafe Chaliye,"Phagwara Locality, Phagwara",9780991195,-1,4.5,Strong Cold Coffee,N/A,100.0,-1
Cafe Chaliye,"Phagwara Locality, Phagwara",9780991195,-1,4.5,Choco Cold Coffee,N/A,100.0,-1
Cafe Chaliye,"Phagwara Locality, Phagwara",9780991195,-1,4.5,Hazelnut Cold Coffee,N/A,150.0,-1
Mezbaan By Hawks Hospitality,"Phagwara Locality, Phagwara",9056688788,-1,4.0,Extra Mint Sauce,Mint Sauce Is A Perfect Match Of Hand Made Spices & Roots Leafs ...,15.0,-1
Mezbaan By Hawks Hospitality,"Phagwara Locality, Phagwara",9056688788,-1,4.0,Extra Onion,Onion As Like Ring Onion,15.0,-1
Mezbaan By Hawks Hospitality,"Phagwara Locality, Phagwara",9056688788,-1,4.0,Jeera Raita,"Jeera Raita Is A Raita Variation Made With Curd (Yogurt), Spices And An ...",69.0,-1
Mezbaan By Hawks Hospitality,"Phagwara Locality, Phagwara",9056688788,-1,4.0,Mix Raita,"Veg Raita Is A Raita Variation Made With Curd (Yogurt), Spices And An ...",89.0,-1
Mezbaan By Hawks Hospitality,"Phagwara Locality, Phagwara",9056688788,-1,4.0,Pineapple Raita,"This Pineapple Raita Recipe Is Sweet, Sour,  Refreshing And Made With Curd (Yogurt), ...",99.0,-1
Mezbaan By Hawks Hospitality,"Phagwara Locality, Phagwara",9056688788,-1,4.0,Salan,Salan Is A Special Recipe From Hyderabadi Cuisine And Made With Green Chillies ...,49.0,-1
Mezbaan By Hawks Hospitality,"Phagwara Locality, Phagwara",9056688788,-1,4.0,Phirni,"Classic Slow-Cooked Indian Sweet Pudding Made With Basmati Rice, Milk, Nuts, Sugar And ...",119.0,-1
Zaika Hut Good Mood Food,"Phagwara Locality, Phagwara",1824223729,3.5,4.1,Plain Cheese Margherita Pizza,Mozzarella cheese.,221.0,-1
Zaika Hut Good Mood Food,"Phagwara Locality, Phagwara",1824223729,3.5,4.1,Pasta Pizza,"Marinated pasta, onion, capsicum, tomato and Mozzarella cheese.",349.0,-1
Zaika Hut Good Mood Food,"Phagwara Locality, Phagwara",1824223729,3.5,4.1,Onion Tomato Pizza,"Onion, tomato, Mozzarella cheese.",339.0,-1
Zaika Hut Good Mood Food,"Phagwara Locality, Phagwara",1824223729,3.5,4.1,Onion Capsicum Pizza,"Onion, capsicum, Mozzarella and heese.",180.0,-1
Zaika Hut Good Mood Food,"Phagwara Locality, Phagwara",1824223729,3.5,4.1,Mixed Vegetable Pizza,"Slice of onion, capsicum, tomato, vegetable may be cubed and Mozzarella cheese.",200.0,4.2
Zaika Hut Good Mood Food,"Phagwara Locality, Phagwara",1824223729,3.5,4.1,Cheese & Corn Pizza,Marinated corn and Mozzarella cheese.,200.0,-1
MuscleHolics,"Phagwara Locality, Phagwara",9854800025,-1,4.4,Omelette With Mutton And Veggies,"[Protein: 42 grams, Carbs: 4 grams, Fat: 10 grams]",350.0,-1
MuscleHolics,"Phagwara Locality, Phagwara",9854800025,-1,4.4,Omelette With Paneer And Veggies,"[Protein: 30 grams, Carbs: 5 grams, Fat: 22 grams]",270.0,-1
MuscleHolics,"Phagwara Locality, Phagwara",9854800025,-1,4.4,Omelette With Tofu And Veggies,"[Protein: 23 grams, Carbs: 10 grams, Fat: 5 grams]",250.0,-1
MuscleHolics,"Phagwara Locality, Phagwara",9854800025,-1,4.4,Spanish Omelette,"[Protein: 25 grams, Carbs: 3 grams, Fat: 20 grams]",220.0,-1
MuscleHolics,"Phagwara Locality, Phagwara",9854800025,-1,4.4,Apple Cider Detox,N/A,210.0,-1
MuscleHolics,"Phagwara Locality, Phagwara",9854800025,-1,4.4,Beetroot Detox,N/A,210.0,-1
Cafe Chaliye,"Phagwara Locality, Phagwara",9780991195,-1,4.5,Caramel Cold Coffee,N/A,150.0,-1
Mezbaan By Hawks Hospitality,"Phagwara Locality, Phagwara",9056688788,-1,4.0,Chilli Paneer,N/A,390.0,-1
Mezbaan By Hawks Hospitality,"Phagwara Locality, Phagwara",9056688788,-1,4.0,Honey Chilli Potato,N/A,249.0,-1
Mezbaan By Hawks Hospitality,"Phagwara Locality, Phagwara",9056688788,-1,4.0,Chilli Mushroom,N/A,350.0,-1
Mezbaan By Hawks Hospitality,"Phagwara Locality, Phagwara",9056688788,-1,4.0,Chilli Gobhi,N/A,350.0,-1
Mezbaan By Hawks Hospitality,"Phagwara Locality, Phagwara",9056688788,-1,4.0,Chilli Chicken,N/A,450.0,-1
Zaika Hut Good Mood Food,"Phagwara Locality, Phagwara",1824223729,3.5,4.1,Five Topping Pizza,"Slice's of onion, capsicum, tomato, grilled mushroom, jalapenos and Mozzarella cheese.",200.0,4.0
Zaika Hut Good Mood Food,"Phagwara Locality, Phagwara",1824223729,3.5,4.1,Garden Fresh Pizza,N/A,339.0,-1
Zaika Hut Good Mood Food,"Phagwara Locality, Phagwara",1824223729,3.5,4.1,Veggie Surprise Pizza,N/A,359.0,-1
Zaika Hut Good Mood Food,"Phagwara Locality, Phagwara",1824223729,3.5,4.1,Veggie Delight Pizza,N/A,359.0,-1
Zaika Hut Good Mood Food,"Phagwara Locality, Phagwara",1824223729,3.5,4.1,Green Mountain Pizza,N/A,329.0,-1
Zaika Hut Good Mood Food,"Phagwara Locality, Phagwara",1824223729,3.5,4.1,Pappy Paneer Pizza,N/A,200.0,-1
Zaika Hut Good Mood Food,"Phagwara Locality, Phagwara",1824223729,3.5,4.1,Chilly Paneer Pizza,N/A,200.0,-1
MuscleHolics,"Phagwara Locality, Phagwara",9854800025,-1,4.4,Green Herbal Detox,N/A,210.0,-1
MuscleHolics,"Phagwara Locality, Phagwara",9854800025,-1,4.4,Orange Face Glow Detox,N/A,210.0,-1
MuscleHolics,"Phagwara Locality, Phagwara",9854800025,-1,4.4,Water Melon Detox,N/A,210.0,-1
MuscleHolics,"Phagwara Locality, Phagwara",9854800025,-1,4.4,Arnold's Breakfast Smoothie,N/A,290.0,4.0
MuscleHolics,"Phagwara Locality, Phagwara",9854800025,-1,4.4,Blueberry Smoothie,N/A,290.0,-1
MuscleHolics,"Phagwara Locality, Phagwara",9854800025,-1,4.4,Broccoli Smoothie,N/A,250.0,-1
MuscleHolics,"Phagwara Locality, Phagwara",9854800025,-1,4.4,Fat Loss Smoothie,N/A,250.0,-1
MuscleHolics,"Phagwara Locality, Phagwara",9854800025,-1,4.4,Flat Stomach Smoothie,N/A,230.0,-1
Zaika Hut Good Mood Food,"Phagwara Locality, Phagwara",1824223729,3.5,4.1,Zaika Hut Veg Special Pizza,N/A,240.0,4.4
Zaika Hut Good Mood Food,"Phagwara Locality, Phagwara",1824223729,3.5,4.1,Cheese Tomato Capsicum Pizza,N/A,339.0,-1
Zaika Hut Good Mood Food,"Phagwara Locality, Phagwara",1824223729,3.5,4.1,Spicy Mushroom Pizza,N/A,200.0,-1
Zaika Hut Good Mood Food,"Phagwara Locality, Phagwara",1824223729,3.5,4.1,Onion Mushroom Capsicum Pizza,N/A,200.0,-1
MuscleHolics,"Phagwara Locality, Phagwara",9854800025,-1,4.4,Green Dream Smoothie,N/A,230.0,-1
MuscleHolics,"Phagwara Locality, Phagwara",9854800025,-1,4.4,MHO Special Fruit Smoothie,N/A,230.0,-1
MuscleHolics,"Phagwara Locality, Phagwara",9854800025,-1,4.4,Muscle Bomb Smoothie,N/A,380.0,-1
MuscleHolics,"Phagwara Locality, Phagwara",9854800025,-1,4.4,Muscle Monster Smoothie,N/A,250.0,-1
MuscleHolics,"Phagwara Locality, Phagwara",9854800025,-1,4.4,Nutty Banana Smoothie,N/A,250.0,-1
Zaika Hut Good Mood Food,"Phagwara Locality, Phagwara",1824223729,3.5,4.1,Mushroom Chilli Paneer Pizza,N/A,359.0,-1
Zaika Hut Good Mood Food,"Phagwara Locality, Phagwara",1824223729,3.5,4.1,Cheese Capsicum Chicken Pizza,N/A,312.0,-1
Zaika Hut Good Mood Food,"Phagwara Locality, Phagwara",1824223729,3.5,4.1,Cheese Chicken Pizza,N/A,220.0,-1
Zaika Hut Good Mood Food,"Phagwara Locality, Phagwara",1824223729,3.5,4.1,Onion Chicken Pizza,N/A,230.0,-1
Zaika Hut Good Mood Food,"Phagwara Locality, Phagwara",1824223729,3.5,4.1,Chilli Chicken Pizza,N/A,230.0,4.0
Zaika Hut Good Mood Food,"Phagwara Locality, Phagwara",1824223729,3.5,4.1,Chicken Salami Pizza,N/A,230.0,-1
Zaika Hut Good Mood Food,"Phagwara Locality, Phagwara",1824223729,3.5,4.1,Chicken Seekh Kabab Pizza,N/A,240.0,-1
Zaika Hut Good Mood Food,"Phagwara Locality, Phagwara",1824223729,3.5,4.1,Chicken Surprise Pizza,N/A,329.0,-1
MuscleHolics,"Phagwara Locality, Phagwara",9854800025,-1,4.4,Protein Berries Smoothie,"Protein 25, carbs 11, fat 2 , served with original fruits or veggies",310.0,-1
MuscleHolics,"Phagwara Locality, Phagwara",9854800025,-1,4.4,Strawberry Smoothie,N/A,290.0,-1
MuscleHolics,"Phagwara Locality, Phagwara",9854800025,-1,4.4,Banana Shake,Healthy banana shake.,140.0,4.2
MuscleHolics,"Phagwara Locality, Phagwara",9854800025,-1,4.4,Dark Chocolate Shake,Healthy dark chocolate shake.,180.0,-1
MuscleHolics,"Phagwara Locality, Phagwara",9854800025,-1,4.4,Kiwi Shake,A refreshing blend of fruity goodness that will whisk you away to a ...,180.0,-1
MuscleHolics,"Phagwara Locality, Phagwara",9854800025,-1,4.4,Papaya Shake,Healthy dark chocolate shake.,180.0,-1
MuscleHolics,"Phagwara Locality, Phagwara",9854800025,-1,4.4,Banana Cold Coffee,N/A,200.0,-1
Zaika Hut Good Mood Food,"Phagwara Locality, Phagwara",1824223729,3.5,4.1,Chicken in Paradise Pizza,N/A,329.0,-1
Zaika Hut Good Mood Food,"Phagwara Locality, Phagwara",1824223729,3.5,4.1,Cheese Chicken Corn Pizza,N/A,240.0,-1
Zaika Hut Good Mood Food,"Phagwara Locality, Phagwara",1824223729,3.5,4.1,Chicken Delight Pizza,N/A,319.0,-1
Zaika Hut Good Mood Food,"Phagwara Locality, Phagwara",1824223729,3.5,4.1,Salami & Kebab Cheese Pizza,N/A,260.0,-1
Zaika Hut Good Mood Food,"Phagwara Locality, Phagwara",1824223729,3.5,4.1,Chicken Loaded Cheese Burst Pizza,N/A,350.0,-1
Zaika Hut Good Mood Food,"Phagwara Locality, Phagwara",1824223729,3.5,4.1,Zaika Hut Special Chicken Pizza,N/A,300.0,-1
Zaika Hut Good Mood Food,"Phagwara Locality, Phagwara",1824223729,3.5,4.1,Marine Chicken Salami Sandwich,"Toasted sandwich with brown bread, chicken salami slices and condiments.",100.0,-1
Zaika Hut Good Mood Food,"Phagwara Locality, Phagwara",1824223729,3.5,4.1,Marine Chicken Makhani Sandwich,"Toasted sandwich with brown bread, creamy chicken and condiments.",125.0,-1
Zaika Hut Good Mood Food,"Phagwara Locality, Phagwara",1824223729,3.5,4.1,Marine Chicken Seekh Kebab Sandwich,N/A,110.0,-1
Zaika Hut Good Mood Food,"Phagwara Locality, Phagwara",1824223729,3.5,4.1,Marine Crispy Chicken Sandwich,"Toasted sandwich with brown bread, crisp chicken and condiments.",110.0,-1
MuscleHolics,"Phagwara Locality, Phagwara",9854800025,-1,4.4,Cold Coffee,"A thick blend of coffee, milk, ice cubes and vanilla ice-cream .",180.0,4.3
MuscleHolics,"Phagwara Locality, Phagwara",9854800025,-1,4.4,Protein Cold Coffee,N/A,230.0,-1
MuscleHolics,"Phagwara Locality, Phagwara",9854800025,-1,4.4,Mass Gainer,N/A,190.0,-1
MuscleHolics,"Phagwara Locality, Phagwara",9854800025,-1,4.4,Whey Protein,N/A,230.0,-1
MuscleHolics,"Phagwara Locality, Phagwara",9854800025,-1,4.4,Apple Beetroot And Carrot Pure Juice,N/A,210.0,4.0
MuscleHolics,"Phagwara Locality, Phagwara",9854800025,-1,4.4,Cucumber Lemonade,N/A,190.0,-1
Zaika Hut Good Mood Food,"Phagwara Locality, Phagwara",1824223729,3.5,4.1,Marine Chilli Chicken Sandwich,"Toasted sandwich with brown bread, hot chicken and condiments.",110.0,-1
Zaika Hut Good Mood Food,"Phagwara Locality, Phagwara",1824223729,3.5,4.1,Marine Chicken Corn Sandwich,"Toasted sandwich with brown bread, gold corn or juicy chicken and condiments.",135.0,-1
Zaika Hut Good Mood Food,"Phagwara Locality, Phagwara",1824223729,3.5,4.1,Marine Chicken Mushroom Grilled Sandwich,"Toasted sandwich with brown bread, chicken or roasted mushroom and condiments.",135.0,-1
Zaika Hut Good Mood Food,"Phagwara Locality, Phagwara",1824223729,3.5,4.1,Marine Chicken Maxi Sandwich,"Toasted sandwich with brown bread, chicken or roasted black pepper, salami slices and ...",140.0,-1
Zaika Hut Good Mood Food,"Phagwara Locality, Phagwara",1824223729,3.5,4.1,Plain Cheese Grilled Sandwich,Toasted sandwich loaded with Mozzarella cheese.,100.0,-1
Zaika Hut Good Mood Food,"Phagwara Locality, Phagwara",1824223729,3.5,4.1,Mix-Veg Grilled Sandwich,"Delicious Sandwiches Made With Mix Vegetables, Sauces And A Few Spices",110.0,4.1
Zaika Hut Good Mood Food,"Phagwara Locality, Phagwara",1824223729,3.5,4.1,Corn Grilled Sandwich,"Sandwiches Loaded With Cheese, Corn and Condiments",130.0,-1
Zaika Hut Good Mood Food,"Phagwara Locality, Phagwara",1824223729,3.5,4.1,Pasta Grilled Sandwich,Toasted Sandwich with a Twist of Pasta and Sauces,219.0,-1
Punjab Fast Food,"Phagwara Locality, Phagwara",7009409327,-1,4.4,Aloo Paratha,Aalu paratha,50.0,4.1
Paridise Kitchen,"Phagwara Locality, Phagwara",8699719798,-1,3.8,Aloo Paratha,N/A,50.0,4.0
MuscleHolics,"Phagwara Locality, Phagwara",9854800025,-1,4.4,Honey Lemonade,N/A,190.0,-1
MuscleHolics,"Phagwara Locality, Phagwara",9854800025,-1,4.4,Immunity Booster Juice,N/A,250.0,-1
MuscleHolics,"Phagwara Locality, Phagwara",9854800025,-1,4.4,Pineapple Juice,N/A,170.0,4.8
MuscleHolics,"Phagwara Locality, Phagwara",9854800025,-1,4.4,Watermelon Juice,N/A,170.0,-1
MuscleHolics,"Phagwara Locality, Phagwara",9854800025,-1,4.4,Watermelon Lemonade,N/A,190.0,-1
MuscleHolics,"Phagwara Locality, Phagwara",9854800025,-1,4.4,Steamed Fish Mali [200 Grams],Steamed fish [Mali] [200 grams] served with a side of tossed veggies & ...,430.0,-1
MuscleHolics,"Phagwara Locality, Phagwara",9854800025,-1,4.4,Grilled Chicken Rice [Mini],"Chicken [75 g], veggies [75 g] and rice [75 g] with low fat ...",220.0,-1
MuscleHolics,"Phagwara Locality, Phagwara",9854800025,-1,4.4,Grilled Chicken Salad [Mini],Chicken [75 g] and veggies [125 g] with low fat sauce.,220.0,-1
MuscleHolics,"Phagwara Locality, Phagwara",9854800025,-1,4.4,Grilled Paneer Rice [Mini],"Paneer [50 g], veggies [75 g] and rice [75 g] with low fat ...",220.0,-1
Zaika Hut Good Mood Food,"Phagwara Locality, Phagwara",1824223729,3.5,4.1,Mushroom Grilled Sandwich,Toasted Sandwich Loaded With Mushrooms and Condiments,120.0,-1
Zaika Hut Good Mood Food,"Phagwara Locality, Phagwara",1824223729,3.5,4.1,Peppy Paneer Grilled Sandwich,"Delicious sandwich made with paneer, sauce and a few spices.",120.0,-1
Zaika Hut Good Mood Food,"Phagwara Locality, Phagwara",1824223729,3.5,4.1,Chilli Paneer Grilled Sandwich,"Mouth watering toasted sandwich made with paneer, hot sauce and a few spices.",120.0,-1
Zaika Hut Good Mood Food,"Phagwara Locality, Phagwara",1824223729,3.5,4.1,Zaika Hut Spl. Veg Grilled Sandwich,N/A,150.0,-1
Zaika Hut Good Mood Food,"Phagwara Locality, Phagwara",1824223729,3.5,4.1,Chilli Mushroom Grilled Sandwich,"Delightful toasted sandwich made with mushroom, hot sauces and a few spices.",229.0,-1
Zaika Hut Good Mood Food,"Phagwara Locality, Phagwara",1824223729,3.5,4.1,Mushroom Chilli Paneer Grilled Sandwich,N/A,259.0,-1
Punjab Fast Food,"Phagwara Locality, Phagwara",7009409327,-1,4.4,Paneer Paratha,N/A,55.0,-1
Punjab Fast Food,"Phagwara Locality, Phagwara",7009409327,-1,4.4,Gobi Paratha,N/A,50.0,4.3
Punjab Fast Food,"Phagwara Locality, Phagwara",7009409327,-1,4.4,Plain Tawa Roti,N/A,8.0,4.3
Punjab Fast Food,"Phagwara Locality, Phagwara",7009409327,-1,4.4,Butter Roti,N/A,12.0,-1
Punjab Fast Food,"Phagwara Locality, Phagwara",7009409327,-1,4.4,Makki ki Roti,N/A,25.0,-1
Punjab Fast Food,"Phagwara Locality, Phagwara",7009409327,-1,4.4,Veggie Burger,N/A,50.0,4.2
Punjab Fast Food,"Phagwara Locality, Phagwara",7009409327,-1,4.4,Cream Burger,N/A,50.0,-1
Paridise Kitchen,"Phagwara Locality, Phagwara",8699719798,-1,3.8,Mooli Paratha,N/A,50.0,-1
Paridise Kitchen,"Phagwara Locality, Phagwara",8699719798,-1,3.8,Gobi Paratha,N/A,50.0,-1
Paridise Kitchen,"Phagwara Locality, Phagwara",8699719798,-1,3.8,Onion Paratha,N/A,50.0,-1
Paridise Kitchen,"Phagwara Locality, Phagwara",8699719798,-1,3.8,Green Peas Paratha,N/A,70.0,-1
